UniqueID,LM.flux,LM.C0,LM.Ct,LM.slope,LM.MAE,LM.RMSE,LM.AICc,LM.SE,LM.se.rel,LM.r2,LM.p.val,HM.flux,HM.C0,HM.Ci,HM.slope,HM.MAE,HM.RMSE,HM.AICc,HM.SE,HM.se.rel,HM.r2,HM.k,C0,Ct,MDF,prec,flux.term,nb.obs,k.max,k.mult,g.fact
Mar_22_T1_32_SRS6_stem,1.7215888958726753,674.8832324048942,1041.3203629912541,0.5977767220005873,5.1874732451250525,6.696878728635776,1281.2304140026845,0.007851862455929106,0.4560823129582855,0.9960426301474088,1.9947684870069842e-230,2.0894853787514185,662.4679264248833,1786.0307858521219,0.7255191546440801,3.2550218755980556,4.024398931850286,1087.758517844571,0.021795054110358404,1.0430823939711957,0.9985708960419759,6.457308094127728e-4,653.76618303,1037.9566285,1.1726329441645589e-4,0.025,2.8799865108681564,192,23.91106888002349,1,1.2136958967153748
Mar_22_T1_33_SRS6_stem,2.8914138636420703,466.90820909976617,1051.3789333790498,1.0883998589930794,9.69913202973927,25.702956114673704,1620.4204235076147,0.03341071333990424,1.1555147383093605,0.9775469624382939,4.0472356508802085e-143,2.9192949956454832,465.9560358157315,29574.77290970784,1.098895008277194,9.616857339447705,25.758690784012643,1623.26596614145,0.13515809758191874,4.629819794968477,0.977450263487602,3.775127697693547e-5,667.14330826,1049.6897034,1.2344670864351855e-4,0.025,2.656573170008519,173,43.535994359723176,1,1.0096427330428213
Mar_22_T1_34_SRS6_stem,4.684029926102039,613.2075143870537,1532.4623013404853,1.7610244960793708,8.544044331183665,9.930393597635389,1254.2313270907248,0.013506850990693051,0.28835962203028015,0.9986132874923659,2.2903720723466283e-239,5.340028647570693,592.6197773384979,4522.300947150545,2.0076561009428366,2.977325156894326,3.502246253819782,906.1526745429404,0.02082160269229464,0.38991556162843594,0.9998275167737992,5.108954172582049e-4,593.22416867,1515.040397,1.2714303782500298e-4,0.025,2.6598323512990625,168,70.44097984317483,1,1.1400500705200582
Mar_22_T1_35_SRS6_stem,5.5044378746938,922.68701402454235,1979.7672111304137,2.072706268835042,8.31108743020369,10.220895879599858,1233.9762697376532,0.014478197986751916,0.26302772992160084,0.9988735702110441,5.8655282855430235e-241,6.168533558228557,901.8982836376872,6045.480298673074,2.3227727275186822,3.727292790858401,4.5036033832957205,967.2633388641868,0.027670734695967588,0.44857881431245555,0.9997813011636691,4.51586602630016e-4,897.47883918,1962.4146622,1.2992547764244865e-4,0.025,2.6556767630116505,164,82.90825075340167,1,1.1206473210621346
Mar_22_T1_36_SRS6_stem,3.2362135306932314,633.3876428414752,1192.8258736744551,1.2241536779715096,3.7925469278699064,5.794611505054004,952.5738737259592,0.009488521876595674,0.29319826354483886,0.9987293200925732,5.598340839418708e-215,3.453157917920048,627.3060823943692,5185.96941838298,1.3062166404491724,2.790492717724673,5.0831968512964085,915.6516894724436,0.03476050518796815,1.0066294682782873,0.9990221744725327,2.865350090973324e-4,673.70263455,1184.618393,1.443031323349827e-4,0.025,2.643633384376883,149,48.966147118860384,1,1.0670364872927112
Mar_22_T1_37_SRS6_stem,3.6114836558047485,522.8938573972058,1239.372592628218,1.3673258305935345,3.799204495995122,4.623570453856712,1015.0798843185877,0.006185108343513143,0.17126225487887228,0.9995016240869548,3.269817740063084e-281,3.811692268507971,516.3396737205919,7503.322891522013,1.4431258157925295,2.847407011137946,3.5746157429301033,929.1772707803354,0.01984584025947635,0.5206569382172266,0.9997021066474101,2.0654490941322668e-4,517.71979287,1232.1162489,1.2577500426985038e-4,0.025,2.6412750896668578,171,54.693033223741374,1,1.0554366658648522
Mar_22_T1_38_SRS6_stem,2.9325270488563047,596.7970160294622,1252.9028342131232,1.1101621289063637,4.815593384975972,5.76937178369558,1135.1925474441994,0.006826714024766497,0.23279287491751996,0.9990417060453896,8.592681420854608e-268,3.2551935445060307,585.2506716266145,3980.1007978649086,1.232313474066832,2.021530996124236,2.3853429746296606,822.859410814101,0.011871494225973377,0.3646939594731487,0.9998361888869973,3.629949565497645e-4,585.28602234,1237.7868061,1.1155111625030844e-4,0.025,2.6415304328073037,178,44.40648515625454,1,1.1100301856637833
Mar_22_T1_39_SRS6_stem,2.7544748334159137,574.1712648799263,1278.230654111264,1.0263256402789176,23.38876856819942,37.47800395796081,1438.2986492057423,0.0423124145460026,1.5361336408918864,0.9677921637352073,1.4996514785131902e-106,4.327193241720919,514.8207471331992,1673.8154357975477,1.6123252681572928,18.964701422392785,28.86654602579532,1366.2725849646756,0.18301204756378503,4.229347693540984,0.9808927454755446,0.0013911412053280183,444.49030464,1250.686767,9.76645383433082e-5,0.025,2.683821513674109,142,41.0530256111567,1,1.5709685161126072
Mar_22_T1_52_FLM30_stem,0.640448677249284,500.4539655219368,614.8762821786726,0.2424201624083385,2.986138859021668,4.116657919364107,850.6916117031049,0.006568212489788005,1.0255642213203349,0.9846706341465893,1.7395837899477437e-135,0.9108694687345135,493.0766280351443,714.3168220719773,0.34477879709550857,2.187447723779175,2.7386613593843014,731.3472959953372,0.02250446775174293,2.4706578191723527,0.9932156023092346,0.001558391315811757,487.74320773,609.39248407,1.3963505586277953e-4,0.025,2.641895256923789,149,9.69680649633354,1,1.4222364743521403
Mar_22_T1_53_FLM30_stem,0.6906508738783222,531.4398984117983,645.4202211854943,0.26142275865526604,8.25495881819282,10.07589321220598,1117.4326366763798,0.01732300920373611,2.5082150561048957,0.9147728930336088,1.0411966430212692e-80,0.6918219377614918,531.4041829538282,21162.942656041134,0.2618660256697282,8.273402265579648,10.090957067462677,1119.9900861876683,0.06916459458342353,9.997456109474847,0.9145203061834211,1.2692510837779639e-5,566.90930839,651.52480591,1.511380254783358e-4,0.025,2.6418926853613094,149,10.456910346210641,1,1.0016955945868764
