"file","x_off","y_off"
"stem_chamber.jpg",0,60
"root_chamber.jpg",1,0
"leaf_chamber.jpg",1,0
"soil_collar_chamber.jpg",1,0
"soil_chamber.jpg",0,491
"soil_chamber_with_pneumatophores.jpg",0,331
"floating_chamber.jpg",1,0
"cwd_chamber.jpg",0,83
