DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2022-10-07                06:44:36.098              278.94764003              6694.743361               1665125076.099            0                         899                       2.1012331487E+00          2.1041130006E+00          -1.9631491968E+01         -1.9660202570E+01         1.2556673420E-01          7.0476489864E+02          2.7591485977E+01          -1.1068322311E+00         3.3900585175E+01          1.9076686367E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:38.072              278.94766288              6694.743909               1665125078.073            0                         899                       2.1012331487E+00          2.1041130006E+00          4.5247404656E+02          4.5313577938E+02          1.2556673420E-01          7.0475084641E+02          2.7591485977E+01          -1.1132997724E+00         3.3900585175E+01          1.9077081680E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:40.108              278.94768645              6694.744475               1665125080.109            0                         899                       2.1078250623E+00          2.1085313971E+00          4.5247881752E+02          4.5264060216E+02          3.0732935278E-02          7.0477122043E+02          2.7592714764E+01          -1.2502813789E+00         3.3900585175E+01          1.9056171493E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:42.036              278.94770875              6694.745010               1665125082.036            0                         899                       2.1078450393E+00          2.1085513838E+00          4.4736301119E+02          4.4752296733E+02          3.0733064384E-02          7.0478026859E+02          2.7593805313E+01          -1.1316781778E+00         3.3900585175E+01          1.9079404503E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:44.104              278.94773269              6694.745584               1665125084.104            0                         899                       2.1061602688E+00          2.1070674299E+00          4.4736386967E+02          4.4756946803E+02          3.9498398688E-02          7.0478072049E+02          2.7594028839E+01          -1.1396871047E+00         3.3900585175E+01          1.9070105938E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:46.203              278.94775698              6694.746168               1665125086.203            0                         899                       2.1062003045E+00          2.1071074905E+00          4.4070709821E+02          4.4090963898E+02          3.9498731501E-02          7.0477021557E+02          2.7596216202E+01          -1.1579362359E+00         3.3900585175E+01          1.9075145292E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:48.200              278.94778010              6694.746722               1665125088.201            0                         899                       2.1006702498E+00          2.1016593516E+00          4.4070709821E+02          4.4092850966E+02          4.3176970906E-02          7.0475874662E+02          2.7596216202E+01          -1.1336292360E+00         3.3900585175E+01          1.9074334947E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:50.282              278.94780419              6694.747301               1665125090.282            0                         899                       2.1006990684E+00          2.1016881898E+00          4.3775344378E+02          4.3797337265E+02          4.3177233502E-02          7.0475160712E+02          2.7597795032E+01          -1.2131794510E+00         3.4053959575E+01          1.9069059195E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:52.499              278.94782985              6694.747916               1665125092.499            0                         899                       2.1018222943E+00          2.1023158072E+00          4.3775714763E+02          4.3786681965E+02          2.1536449021E-02          7.0477032430E+02          2.7598779678E+01          -1.1657942770E+00         3.4149612427E+01          1.9070823632E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-07                06:44:54.641              278.94785465              6694.748512               1665125094.642            0                         899                       2.1018309647E+00          2.1023244806E+00          4.3505594109E+02          4.3516493658E+02          2.1536488406E-02          7.0477185907E+02          2.7599254419E+01          -1.1738678730E+00         3.4149612427E+01          1.9074656392E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
