DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2022-03-22                18:19:25.895              80.43016083               1930.323860               1647973165.896            0                         899                       1.9771350397E+00          1.9844712188E+00          -1.9631491968E+01         -1.9709232597E+01         3.3915531187E-01          7.3964392332E+02          2.9218927788E+01          -1.1148411517E+00         3.3651557922E+01          1.9082297420E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:29.043              80.43019727               1930.324734               1647973169.044            0                         899                       1.9771461338E+00          1.9844823726E+00          5.0304480723E+02          5.0503686768E+02          3.3915616428E-01          7.3962490218E+02          2.9219578156E+01          -1.1384583056E+00         3.3651557922E+01          1.9083138712E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:31.865              80.43022992               1930.325518               1647973171.865            0                         899                       1.9753131839E+00          1.9808072652E+00          5.0305078040E+02          5.0454393601E+02          2.5446400836E-01          7.3963900535E+02          2.9220972061E+01          -1.1891204008E+00         3.3651557922E+01          1.9076189913E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:34.910              80.43026516               1930.326364               1647973174.910            0                         899                       1.9753284210E+00          1.9808225637E+00          4.8318288917E+02          4.8461707786E+02          2.5446488760E-01          7.3963083674E+02          2.9221866166E+01          -1.2439432223E+00         3.3651557922E+01          1.9080082104E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:38.155              80.43030273               1930.327266               1647973178.156            0                         899                       1.9778032636E+00          1.9830555732E+00          4.8318624843E+02          4.8455559149E+02          2.4299030119E-01          7.3962994061E+02          2.9222681046E+01          -1.1454863082E+00         3.3651557922E+01          1.9081572716E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:41.361              80.43033983               1930.328156               1647973181.361            0                         899                       1.9778294395E+00          1.9830818499E+00          4.5610244286E+02          4.5739503848E+02          2.4299174165E-01          7.3964162218E+02          2.9224215009E+01          -1.1339741851E+00         3.3651557922E+01          1.9080108327E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:44.671              80.43037814               1930.329075               1647973184.671            0                         899                       1.9756219102E+00          1.9814471474E+00          4.5610608558E+02          4.5754129288E+02          2.6971470451E-01          7.3964595931E+02          2.9225148927E+01          -1.1123296101E+00         3.3651557922E+01          1.9080578356E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:47.617              80.43041223               1930.329894               1647973187.617            0                         899                       1.9756407046E+00          1.9814660221E+00          4.5336621624E+02          4.5479280822E+02          2.6971585386E-01          7.3963131936E+02          2.9226251602E+01          -1.1144854493E+00         3.3651557922E+01          1.9084010232E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:50.671              80.43044758               1930.330742               1647973190.671            0                         899                       1.9779469954E+00          1.9835794815E+00          4.5337209447E+02          4.5474986316E+02          2.6050977233E-01          7.3961945995E+02          2.9227767376E+01          -1.1464564137E+00         3.3651557922E+01          1.9074387165E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-22                18:19:54.016              80.43048631               1930.331671               1647973194.017            0                         899                       1.9779616466E+00          1.9835941931E+00          5.3213356657E+02          5.3375069170E+02          2.6051063667E-01          7.3961993206E+02          2.9228625910E+01          -1.0935307489E+00         3.3651557922E+01          1.9083174724E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
