DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2022-03-24                18:34:36.881              82.44070465               1978.576912               1648146876.882            2                         899                       1.9162174831E+00          1.9823941724E+00          4.7441676077E+02          4.9193857702E+02          3.0625876452E+00          7.3835227512E+02          3.2315973396E+01          -1.3420012416E+00         4.1620426178E+01          1.9053581743E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:34:41.279              82.44075554               1978.578133               1648146881.279            2                         899                       1.9163150714E+00          1.9824967168E+00          4.6211926662E+02          4.7918730473E+02          3.0626585828E+00          7.3835008230E+02          3.2321932205E+01          -1.3277404190E+00         4.1620426178E+01          1.9054275715E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:34:45.589              82.44080544               1978.579331               1648146885.590            2                         899                       1.9107140633E+00          1.9769362226E+00          4.6214092255E+02          4.7927041588E+02          3.0731529855E+00          7.3834910978E+02          3.2327447197E+01          -1.3426696062E+00         4.1620426178E+01          1.9054721125E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:34:49.858              82.44085484               1978.580516               1648146889.858            2                         899                       1.9108233261E+00          1.9770510547E+00          4.5707082695E+02          4.7401285159E+02          3.0732329286E+00          7.3835190608E+02          3.2334139237E+01          -1.3510341992E+00         4.1620426178E+01          1.9050540899E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:34:54.144              82.44090444               1978.581707               1648146894.144            2                         899                       1.9179464139E+00          1.9851714842E+00          4.5709022191E+02          4.7422468953E+02          3.1067530938E+00          7.3835237132E+02          3.2339130781E+01          -1.3290770756E+00         4.1620426178E+01          1.9052703403E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:34:58.698              82.44095716               1978.582972               1648146898.699            2                         899                       1.9180414420E+00          1.9852714113E+00          5.0091048179E+02          5.1968803312E+02          3.1068231072E+00          7.3833751148E+02          3.2344928110E+01          -1.3316856102E+00         4.1620426178E+01          1.9053944202E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:35:03.891              82.44101727               1978.584414               1648146903.892            2                         899                       1.9307592943E+00          1.9971757461E+00          5.0094282964E+02          5.1937135555E+02          3.0509345364E+00          7.3833949290E+02          3.2352552856E+01          -1.3264361533E+00         4.1620426178E+01          1.9054275336E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:35:08.539              82.44107105               1978.585705               1648146908.539            2                         899                       1.9308427731E+00          1.9972634472E+00          4.8296573323E+02          5.0073328557E+02          3.0509945181E+00          7.3835150066E+02          3.2357610286E+01          -1.3247330315E+00         4.1620426178E+01          1.9052069329E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:35:13.480              82.44112825               1978.587078               1648146913.481            2                         899                       1.9307516933E+00          1.9987937654E+00          4.8299450717E+02          5.0119875525E+02          3.1230795507E+00          7.3835737337E+02          3.2364634583E+01          -1.3289476941E+00         4.1620426178E+01          1.9050664914E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-24                18:35:18.346              82.44118457               1978.588430               1648146918.347            2                         899                       1.9308570127E+00          1.9989045438E+00          4.6131007915E+02          4.7869748036E+02          3.1231570192E+00          7.3834479851E+02          3.2371015384E+01          -1.3481453744E+00         4.1620426178E+01          1.9051339712E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
