DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2022-10-17                19:15:55.862              289.46939656              6947.265517               1666034155.863            0                         899                       1.9688762169E+00          1.9690960219E+00          4.5414961844E+02          4.5420371561E+02          1.0241041421E-02          7.3641244648E+02          3.6947545791E+01          -1.3187290525E+00         4.1371398926E+01          1.9095481064E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:02.536              289.46947380              6947.267371               1666034162.536            0                         899                       1.9689169987E+00          1.9691368103E+00          4.5925819825E+02          4.5931290446E+02          1.0241139672E-02          7.3641996027E+02          3.6949994270E+01          -1.3171984052E+00         4.1328520061E+01          1.9083473041E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:08.591              289.46954388              6947.269053               1666034168.591            0                         899                       1.9672173399E+00          1.9671955613E+00          4.5926537869E+02          4.5925995377E+02          -1.0156750466E-03         7.3641090888E+02          3.6951849173E+01          -1.3936119127E+00         4.1348310306E+01          1.9085827417E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:14.690              289.46961447              6947.270747               1666034174.690            0                         899                       1.9672501580E+00          1.9672283789E+00          4.6400814729E+02          4.6400266631E+02          -1.0156828952E-03         7.3640017195E+02          3.6953821296E+01          -1.3287105442E+00         4.1371398926E+01          1.9082126125E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:20.969              289.46968714              6947.272491               1666034180.969            0                         899                       1.9702599722E+00          1.9706700562E+00          4.6401572024E+02          4.6411876864E+02          1.9091164224E-02          7.3637344785E+02          3.6955758455E+01          -1.3112159470E+00         4.1371398926E+01          1.9093833304E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:26.839              289.46975509              6947.274122               1666034186.840            0                         899                       1.9702930825E+00          1.9707031766E+00          4.6746985741E+02          4.6757367371E+02          1.9091312825E-02          7.3634430336E+02          3.6957744927E+01          -1.3039076549E+00         4.1371398926E+01          1.9096003463E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:33.339              289.46983032              6947.275928               1666034193.340            0                         899                       1.9790726937E+00          1.9789788546E+00          4.6747866852E+02          4.6745501825E+02          -4.3502740271E-03         7.3634727832E+02          3.6959982815E+01          -1.3203351427E+00         4.1371398926E+01          1.9088660486E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:39.848              289.46990566              6947.277736               1666034199.849            0                         899                       1.9791020230E+00          1.9790081818E+00          4.7208368492E+02          4.7205980151E+02          -4.3503038821E-03         7.3634943274E+02          3.6961734241E+01          -1.3124555641E+00         4.1371398926E+01          1.9094123878E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:46.148              289.46997856              6947.279486               1666034206.148            0                         899                       1.9748689314E+00          1.9752549739E+00          4.7208778076E+02          4.7218624497E+02          1.7930209875E-02          7.3633148881E+02          3.6962764765E+01          -1.3282039094E+00         4.1371398926E+01          1.9092461921E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-17                19:16:51.782              289.47004378              6947.281051               1666034211.783            0                         899                       1.9748689618E+00          1.9752550043E+00          4.7178571839E+02          4.7188411960E+02          1.7930210003E-02          7.3633249002E+02          3.6962766584E+01          -1.3169612877E+00         4.1371398926E+01          1.9095283193E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
