DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2022-10-25                19:26:38.036              297.47682912              7139.443899               1666725998.036            0                         899                       2.3453521389E+00          2.3460971933E+00          5.1270606753E+02          5.1287985194E+02          2.9135029073E-02          7.3806225505E+02          3.5585215436E+01          -1.3363206529E+00         4.2367507935E+01          1.9102756968E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:26:43.750              297.47689527              7139.445486               1666726003.751            0                         899                       2.3505764655E+00          2.3515431111E+00          5.1272620936E+02          5.1295118920E+02          3.7712718879E-02          7.3805870652E+02          3.5589884827E+01          -1.3491585981E+00         4.2331225818E+01          1.9100117437E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:26:50.311              297.47697119              7139.447309               1666726010.311            0                         899                       2.3506796542E+00          2.3516463617E+00          5.1494792549E+02          5.1517388473E+02          3.7713475323E-02          7.3806173241E+02          3.5595015418E+01          -1.3308340279E+00         4.2360911186E+01          1.9101495301E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:26:56.839              297.47704676              7139.449122               1666726016.840            0                         899                       2.3545761119E+00          2.3555823949E+00          5.1497658176E+02          5.1521141551E+02          3.9191810259E-02          7.3805951696E+02          3.5601630255E+01          -1.3556476792E+00         4.2156411986E+01          1.9099344355E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:27:03.447              297.47712323              7139.450958               1666726023.447            0                         899                       2.3546755185E+00          2.3556818634E+00          5.1467451333E+02          5.1490921387E+02          3.9192566255E-02          7.3806115763E+02          3.5606564200E+01          -1.3331408051E+00         4.2309786386E+01          1.9099602175E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:27:10.135              297.47720065              7139.452816               1666726030.136            0                         899                       2.3605514625E+00          2.3616003924E+00          5.1469587149E+02          5.1493990519E+02          4.0748680326E-02          7.3807280443E+02          3.5611497538E+01          -1.3262313423E+00         4.2252064838E+01          1.9100644282E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:27:16.874              297.47727863              7139.454687               1666726036.874            0                         899                       2.3606546362E+00          2.3617036329E+00          5.1599683316E+02          5.1624148858E+02          4.0749494025E-02          7.3804856297E+02          3.5616605089E+01          -1.3308448357E+00         4.2118480682E+01          1.9101002093E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:27:23.040              297.47735001              7139.456400               1666726043.041            0                         899                       2.3629473358E+00          2.3637617635E+00          5.1602187729E+02          5.1621164827E+02          3.1609840320E-02          7.3805877605E+02          3.5622375539E+01          -1.3235581134E+00         4.2166307108E+01          1.9100570426E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:27:29.325              297.47742274              7139.458146               1666726049.325            0                         899                       2.3630423686E+00          2.3638568439E+00          5.1706076421E+02          5.1725092076E+02          3.1610421135E-02          7.3806068471E+02          3.5627075246E+01          -1.3259942208E+00         4.2141569302E+01          1.9103186639E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-10-25                19:27:34.983              297.47748823              7139.459718               1666726054.983            0                         899                       2.3661892566E+00          2.3673865729E+00          5.1708003036E+02          5.1735921087E+02          4.6399488841E-02          7.3807201744E+02          3.5631505751E+01          -1.3495035543E+00         4.2118480682E+01          1.9101913010E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
