UniqueID,LM.flux,LM.C0,LM.Ct,LM.slope,LM.MAE,LM.RMSE,LM.AICc,LM.SE,LM.se.rel,LM.r2,LM.p.val,HM.flux,HM.C0,HM.Ci,HM.slope,HM.MAE,HM.RMSE,HM.AICc,HM.SE,HM.se.rel,HM.r2,HM.k,C0,Ct,MDF,prec,flux.term,nb.obs,k.max,k.mult,g.fact
44639_RB10_Soil_11,1.1481470529843087,460.968173295793,518.9244310613017,0.2530840950458894,0.39101567878966864,0.5247959995876363,44.36125771614637,0.007376018873138976,0.6424280630226711,0.9990516194457821,5.760076288946289e-35,1.2572523483283287,460.10464427710946,806.3236837901512,0.2771339890599736,0.24549712891889422,0.30550615379278373,21.296615604896907,0.01809036434586235,1.4388809350736715,0.9996786032105495,8.004585462710644e-4,459.281,517.963,0.006903556296980259,0.35,4.5366227094441705,24,0.723097414416827,1,1.095027283360985
44639_RB10_Soil_12,1.0000963889442633,433.9629745696297,469.0092953261608,0.22041711167629605,0.572195584880717,0.7336431321484397,45.55915677931579,0.017634525677572465,1.7632826068083383,0.9950484276848395,6.425557826035573e-19,1.2332870409836794,432.7464973257689,533.316391902649,0.2718113678306444,0.31662318781555726,0.3842783717853115,27.06004933720802,0.042442227369325826,3.441390848919776,0.9986414823124247,0.0027027110744643344,432.333,467.56,0.009925322195621734,0.35,4.537290146569936,17,0.6297631762179888,1,1.2331681772049794
44639_RB10_Soil_13,1.09346299216406,424.367743185876,469.9095795558065,0.2409620971953993,0.5900817749517359,0.654544800966265,47.30493151616165,0.012199783088924004,1.1157015076275745,0.9976401872149215,2.5898849722578346e-25,1.2700099541049577,423.24390765325677,597.0070109689917,0.2798670500905699,0.2776261230218154,0.3277483999905352,22.80384646890304,0.02691185575141699,2.1190271512779737,0.9994083294475031,0.0016106241471875624,423.129,469.217,0.008359297816454486,0.35,4.537904528932435,20,0.6884631348439979,1,1.1614567326064649
44639_RB10_Soil_14,1.0262706882034898,426.88720770438067,476.4081340634402,0.22612295141123062,0.6922200833378057,0.8617474519977802,65.68985102531009,0.012943158370822827,1.2611836740149054,0.9965123647011516,1.6625085060870046e-27,1.2193824017938764,425.45423081786413,592.9447179458907,0.2686721454309668,0.39240194386475047,0.4828250734201667,42.000755292688055,0.032424780651659726,2.6591150244548794,0.9989051599418577,0.001604103910842404,425.78,474.575,0.007220423037143195,0.35,4.538551623347152,23,0.646065575460659,1,1.188168400218497
44639_RB10_Soil_15,1.1781559180313712,439.32852527857455,491.00091764121794,0.25966026312886137,0.6602170281175155,0.8131287559262476,58.318819055247175,0.014072875177657337,1.1944832566110841,0.9971541347198585,7.257612302823999e-26,1.4096871250809808,437.77691666990387,606.7085944871648,0.3106886993697119,0.20750738650242728,0.25279330992244614,12.337728993688893,0.019625142757446274,1.392163013216063,0.9997249403728343,0.0018391381852360122,437.719,489.352,0.007940270997613928,0.35,4.537297712922245,21,0.7418864660824612,1,1.1965200051250302
44639_RB10_Soil_16,1.0206655675779537,440.53538935851043,489.5800825519724,0.22497565685074297,0.25144111722746826,0.3419401830978114,23.170835241928287,0.005128202157746814,0.5024370685802669,0.9994449195854626,6.908260474821951e-36,1.0813554480494894,440.08203644980745,885.7875619757854,0.23835295315326957,0.19657574525236104,0.2510346210983442,11.9138315814619,0.015477226830637377,1.431280238015599,0.9997008266767723,5.347767516949421e-4,439.729,489.282,0.0072505652460868215,0.35,4.53678225398004,23,0.6427875910021228,1,1.0594610834335807
44639_RB10_Soil_17,1.144612546006729,753.0387104636187,823.1910560007449,0.25234656668030997,0.33179445422581466,0.4200149981195503,38.94547313090855,0.004407382305805325,0.3850545165856862,0.9995850185340678,2.0534475683446484e-47,1.1559350201777505,752.924253462466,4158.456048226558,0.25484277161302005,0.37291342763057855,0.46365292191478347,47.38519844576335,0.019456843319236285,1.6832125491140812,0.9994952162370728,7.483200480019994e-5,753.086,823.924,0.005690166083130922,0.35,4.535875249124364,29,0.7209901905151714,1,1.009891971052146
44639_RB10_Soil_18,1.2133181534404034,443.918998799391,502.22309685433476,0.2674499910777238,0.4012501275067947,0.5075485372969621,41.3388355204635,0.007605575724668626,0.6268410064666688,0.9991362675189203,7.172528887049635e-34,1.323906636878473,443.09026355751723,804.986698362836,0.29182685284719834,0.2563629959057607,0.29369626011671346,19.133772720629555,0.01856713183984228,1.4024502425352394,0.9997107849269664,8.063822264626227e-4,442.623,501.449,0.007250301005711362,0.35,4.536616915002252,23,0.7641428316506396,1,1.0911454947941663
44639_RB10_Soil_19,1.0542249368298113,428.9654644692278,472.88805392673623,0.23239465321433012,0.2638270254922134,0.33987334205375774,21.090251162295168,0.006345547482794721,0.6019158967987032,0.9993120733340903,3.935064660526866e-30,1.1379892264364326,428.4216542451494,736.0300342419389,0.25085975715449427,0.1589747357536993,0.19630061877953203,2.299886975210457,0.015260311967174327,1.3409891423103695,0.9997705165991768,8.155166551610606e-4,428.148,472.16,0.008356445717774138,0.35,4.536356246791675,20,0.6639847234695145,1,1.0794558036717583
44639_RB10_Soil_20,2.073944732206521,416.5718627450982,489.7219019607844,0.4571877450980389,0.6166124567473817,0.7118309299121902,44.53295894739957,0.01701877254756468,0.8205991357087893,0.9989236746185713,6.858298500973596e-24,2.2934034772342327,415.38846679190914,812.9027615089879,0.5055660105470497,0.3133666947624145,0.35124625678896293,24.0041411448278,0.03556202355508213,1.550622204426442,0.9997379324300248,0.0012718184409113494,415.092,489.098,0.009861540588385566,0.35,4.536308670657361,17,1.3062507002801111,1,1.1058170652379071
