UniqueID,DATE,TIME,start.time,Area,offset,Vcham,Vtube,Vinst,Vtot,Tcham,Pcham
Mar_23_286_SRS6_stem,2023-03-10,16:19:00,2023-03-10T21:19:00.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.3,101.325
Mar_23_276_SRS6_stem,2023-03-10,14:20:00,2023-03-10T19:20:00.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,30.2,101.325
Mar_23_277_SRS6_stem,2023-03-10,14:39:30,2023-03-10T19:39:30.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,30.2,101.325
Mar_23_278_SRS6_stem,2023-03-10,14:46:00,2023-03-10T19:46:00.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,30.2,101.325
Mar_23_279_SRS6_root,2023-03-10,15:00:00,2023-03-10T20:00:00.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,30.2,101.325
Mar_23_280_SRS6_stem,2023-03-10,15:16:15,2023-03-10T20:16:15.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,28.3,101.325
Mar_23_281_SRS6_stem,2023-03-10,15:25:00,2023-03-10T20:25:00.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,28.3,101.325
Mar_23_282_SRS6_stem,2023-03-10,15:32:00,2023-03-10T20:32:00.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,28.3,101.325
Mar_23_283_SRS6_root,2023-03-10,15:44:00,2023-03-10T20:44:00.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.3,101.325
Mar_23_284_SRS6_stem,2023-03-10,16:02:00,2023-03-10T21:02:00.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.3,101.325
Mar_23_285_SRS6_stem,2023-03-10,16:09:30,2023-03-10T21:09:30.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.3,101.325
Mar_23_287_SRS6_root,2023-03-10,16:27:00,2023-03-10T21:27:00.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.3,101.325
Mar_23_288_SRS6_root,2023-03-10,16:33:30,2023-03-10T21:33:30.000000Z,40.45,0,212.53666666666663,29,919,1.1605366666666663,28.3,101.325
Mar_23_262_SRS6_stem,2023-03-11,15:52:15,2023-03-11T20:52:15.000000Z,462.19,0,2190.644,29,919,3.138644,23.6,101.325
Mar_23_263_SRS6_stem,2023-03-11,11:54:30,2023-03-11T16:54:30.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,26.7,101.325
Mar_23_264_SRS6_stem,2023-03-11,12:08:15,2023-03-11T17:08:15.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,26.7,101.325
Mar_23_265_SRS6_stem,2023-03-11,12:23:30,2023-03-11T17:23:30.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,26.7,101.325
Mar_23_266_SRS6_stem,2023-03-11,12:39:30,2023-03-11T17:39:30.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,28.3,101.325
Mar_23_267_SRS6_stem,2023-03-11,12:51:30,2023-03-11T17:51:30.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,28.3,101.325
Mar_23_268_SRS6_stem,2023-03-11,13:04:00,2023-03-11T18:04:00.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.3,101.325
Mar_23_269_SRS6_root,2023-03-11,13:31:30,2023-03-11T18:31:30.000000Z,40.45,0,212.53666666666663,29,919,1.1605366666666663,28.3,101.325
Mar_23_270_SRS6_stem,2023-03-11,14:05:30,2023-03-11T19:05:30.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,25.3666666666667,101.325
Mar_23_271_SRS6_stem,2023-03-11,14:16:00,2023-03-11T19:16:00.000000Z,213.35,0,1064.6016666666667,29,919,2.012601666666667,25.4733333333333,101.325
Mar_23_272_SRS6_stem,2023-03-11,14:27:30,2023-03-11T19:27:30.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,25.2914285714286,101.325
Mar_23_275_SRS6_stem,2023-03-11,15:12:25,2023-03-11T20:12:25.000000Z,462.19,0,2190.644,29,919,3.138644,24.2,101.325
Mar_23_274_SRS6_stem,2023-03-11,14:59:30,2023-03-11T19:59:30.000000Z,462.19,0,2190.644,29,919,3.138644,24.2,101.325
Mar_23_273_SRS6_stem,2023-03-11,12:47:30,2023-03-11T17:47:30.000000Z,462.19,0,2190.644,29,919,3.138644,24.2,101.325
Mar_23_213_SRS5_stem,2023-03-12,15:45:08,2023-03-12T19:45:08.000000Z,462.19,0,2190.644,29,919,3.138644,27.8,101.325
Mar_23_215_SRS5_stem,2023-03-12,16:03:00,2023-03-12T20:03:00.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.1,101.325
Mar_23_216_SRS5_stem,2023-03-12,16:08:17,2023-03-12T20:08:17.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.1,101.325
Mar_23_217_SRS5_root,2023-03-12,16:16:00,2023-03-12T20:16:00.000000Z,107.68,0,418.99555555555554,29,919,1.3669955555555555,28.1,101.325
