"site","campaign","height_bin_num","height_mid_m","stem_SA_m2","flux_nmol_m2_s","total_flux_nmol_s","scenario"
"CP40","Oct 2022",9.5,9.75,5.162688347,0,0,"zero_above_max"
"CP40","Oct 2022",10,10.25,4.19555219,0,0,"zero_above_max"
"CP40","Oct 2022",10.5,10.75,1.770607714,0,0,"zero_above_max"
"CP40","Oct 2022",11,11.25,0.582547913,0,0,"zero_above_max"
"CP40","Oct 2022",11.5,11.75,0.036946261,0,0,"zero_above_max"
"FLM30","Oct 2022",0,0.25,59.12687936,43.6330353276277,2579.88521592726,"zero_above_max"
"FLM30","Oct 2022",0.5,0.75,36.279548959,2.34760888260231,85.1701913929537,"zero_above_max"
"FLM30","Oct 2022",1,1.25,33.185797234,0.211110140746149,7.0058583248429,"zero_above_max"
"FLM30","Oct 2022",1.5,1.75,29.044421687,0,0,"zero_above_max"
"FLM30","Oct 2022",2,2.25,26.981116496,0,0,"zero_above_max"
"FLM30","Oct 2022",2.5,2.75,25.802751711,0,0,"zero_above_max"
"FLM30","Oct 2022",3,3.25,24.08722039,0,0,"zero_above_max"
"FLM30","Oct 2022",3.5,3.75,23.213233519,0,0,"zero_above_max"
"FLM30","Oct 2022",4,4.25,20.727214663,0,0,"zero_above_max"
"FLM30","Oct 2022",4.5,4.75,18.394616863,0,0,"zero_above_max"
"FLM30","Oct 2022",5,5.25,16.596003043,0,0,"zero_above_max"
"FLM30","Oct 2022",5.5,5.75,13.164497246,0,0,"zero_above_max"
"FLM30","Oct 2022",6,6.25,11.198496228,0,0,"zero_above_max"
"FLM30","Oct 2022",6.5,6.75,9.41790114,0,0,"zero_above_max"
"FLM30","Oct 2022",7,7.25,7.178411854,0,0,"zero_above_max"
"FLM30","Oct 2022",7.5,7.75,4.955332173,0,0,"zero_above_max"
"FLM30","Oct 2022",8,8.25,3.656596828,0,0,"zero_above_max"
"FLM30","Oct 2022",8.5,8.75,1.417504889,0,0,"zero_above_max"
"FLM30","Oct 2022",9,9.25,0.698586722,0,0,"zero_above_max"
"FLM30","Oct 2022",9.5,9.75,0.365448341,0,0,"zero_above_max"
"FLM30","Oct 2022",10,10.25,0.310972685,0,0,"zero_above_max"
"FLM30","Oct 2022",10.5,10.75,0.166994499,0,0,"zero_above_max"
"SRS5","Oct 2022",0,0.25,30.89988231,0.157887442327013,4.87870338613163,"zero_above_max"
"SRS5","Oct 2022",0.5,0.75,59.773419509,0.107875614355067,6.44809435163651,"zero_above_max"
"SRS5","Oct 2022",1,1.25,137.93032641,0.105129730606729,14.5005780579815,"zero_above_max"
"SRS5","Oct 2022",1.5,1.75,112.30752079,0,0,"zero_above_max"
"SRS5","Oct 2022",2,2.25,104.80543806,0,0,"zero_above_max"
"SRS5","Oct 2022",2.5,2.75,103.13717564,0,0,"zero_above_max"
"SRS5","Oct 2022",3,3.25,97.2843071,0,0,"zero_above_max"
"SRS5","Oct 2022",3.5,3.75,101.72916534,0,0,"zero_above_max"
"SRS5","Oct 2022",4,4.25,95.55579855,0,0,"zero_above_max"
"SRS5","Oct 2022",4.5,4.75,97.89035965,0,0,"zero_above_max"
"SRS5","Oct 2022",5,5.25,101.12305604,0,0,"zero_above_max"
"SRS5","Oct 2022",5.5,5.75,98.60312502,0,0,"zero_above_max"
"SRS5","Oct 2022",6,6.25,90.81221839,0,0,"zero_above_max"
"SRS5","Oct 2022",6.5,6.75,82.16338252,0,0,"zero_above_max"
"SRS5","Oct 2022",7,7.25,74.17819774,0,0,"zero_above_max"
"SRS5","Oct 2022",7.5,7.75,61.76272611,0,0,"zero_above_max"
"SRS5","Oct 2022",8,8.25,51.659799563,0,0,"zero_above_max"
"SRS5","Oct 2022",8.5,8.75,42.737087319,0,0,"zero_above_max"
"SRS5","Oct 2022",9,9.25,40.767775377,0,0,"zero_above_max"
"SRS5","Oct 2022",9.5,9.75,37.105875599,0,0,"zero_above_max"
"SRS5","Oct 2022",10,10.25,31.128182847,0,0,"zero_above_max"
"SRS5","Oct 2022",10.5,10.75,26.967752973,0,0,"zero_above_max"
"SRS5","Oct 2022",11,11.25,19.787765177,0,0,"zero_above_max"
"SRS5","Oct 2022",11.5,11.75,13.567057665,0,0,"zero_above_max"
"SRS5","Oct 2022",12,12.25,8.243451724,0,0,"zero_above_max"
"SRS5","Oct 2022",12.5,12.75,3.710412687,0,0,"zero_above_max"
"SRS5","Oct 2022",13,13.25,2.392276499,0,0,"zero_above_max"
"SRS5","Oct 2022",13.5,13.75,0.424985418,0,0,"zero_above_max"
"SRS5","Oct 2022",14,14.25,0.050380025,0,0,"zero_above_max"
"SRS6","Oct 2022",0,0.25,47.73429654,2.04770768360233,97.7458857963103,"zero_above_max"
"SRS6","Oct 2022",0.5,0.75,35.678437568,0.265876799337448,9.48606878594081,"zero_above_max"
"SRS6","Oct 2022",1,1.25,103.33855613,2.48139622476529,256.423903053678,"zero_above_max"
"SRS6","Oct 2022",1.5,1.75,103.03794731,0,0,"zero_above_max"
"SRS6","Oct 2022",2,2.25,92.56806634,0,0,"zero_above_max"
"SRS6","Oct 2022",2.5,2.75,78.89138387,0,0,"zero_above_max"
"SRS6","Oct 2022",3,3.25,82.93827841,0,0,"zero_above_max"
"SRS6","Oct 2022",3.5,3.75,68.7351061,0,0,"zero_above_max"
"SRS6","Oct 2022",4,4.25,68.78117328,0,0,"zero_above_max"
"SRS6","Oct 2022",4.5,4.75,71.89296102,0,0,"zero_above_max"
"SRS6","Oct 2022",5,5.25,69.34825828,0,0,"zero_above_max"
"SRS6","Oct 2022",5.5,5.75,73.0826153,0,0,"zero_above_max"
"SRS6","Oct 2022",6,6.25,71.63120025,0,0,"zero_above_max"
"SRS6","Oct 2022",6.5,6.75,67.44151417,0,0,"zero_above_max"
"SRS6","Oct 2022",7,7.25,65.2632522,0,0,"zero_above_max"
"SRS6","Oct 2022",7.5,7.75,66.76944564,0,0,"zero_above_max"
"SRS6","Oct 2022",8,8.25,64.54636338,0,0,"zero_above_max"
"SRS6","Oct 2022",8.5,8.75,63.6124659,0,0,"zero_above_max"
"SRS6","Oct 2022",9,9.25,66.36048152,0,0,"zero_above_max"
"SRS6","Oct 2022",9.5,9.75,65.80203365,0,0,"zero_above_max"
"SRS6","Oct 2022",10,10.25,64.85786297,0,0,"zero_above_max"
"SRS6","Oct 2022",10.5,10.75,58.13859212,0,0,"zero_above_max"
"SRS6","Oct 2022",11,11.25,55.182101038,0,0,"zero_above_max"
"SRS6","Oct 2022",11.5,11.75,52.560907426,0,0,"zero_above_max"
"SRS6","Oct 2022",12,12.25,45.375874789,0,0,"zero_above_max"
"SRS6","Oct 2022",12.5,12.75,37.425082277,0,0,"zero_above_max"
"SRS6","Oct 2022",13,13.25,31.191275642,0,0,"zero_above_max"
"SRS6","Oct 2022",13.5,13.75,25.433878339,0,0,"zero_above_max"
"SRS6","Oct 2022",14,14.25,20.495999416,0,0,"zero_above_max"
"SRS6","Oct 2022",14.5,14.75,19.232399134,0,0,"zero_above_max"
"SRS6","Oct 2022",15,15.25,15.532284152,0,0,"zero_above_max"
"SRS6","Oct 2022",15.5,15.75,12.90201222,0,0,"zero_above_max"
"SRS6","Oct 2022",16,16.25,9.452496987,0,0,"zero_above_max"
"SRS6","Oct 2022",16.5,16.75,8.741245562,0,0,"zero_above_max"
"SRS6","Oct 2022",17,17.25,5.382725622,0,0,"zero_above_max"
"SRS6","Oct 2022",17.5,17.75,2.194612892,0,0,"zero_above_max"
"SRS6","Oct 2022",18,18.25,0.582026786,0,0,"zero_above_max"
"SRS6","Oct 2022",18.5,18.75,0.085158838,0,0,"zero_above_max"
"CP40","Mar 2023",0,0.25,46.74574591,12.2092572630329,570.730837767557,"zero_above_max"
"CP40","Mar 2023",0.5,0.75,28.95552353,4.79312419245414,138.787420336818,"zero_above_max"
"CP40","Mar 2023",1,1.25,23.20125921,0.556976389218255,12.9225535801026,"zero_above_max"
"CP40","Mar 2023",1.5,1.75,29.328222484,0,0,"zero_above_max"
"CP40","Mar 2023",2,2.25,26.96826386,0,0,"zero_above_max"
"CP40","Mar 2023",2.5,2.75,28.32326539,0,0,"zero_above_max"
"CP40","Mar 2023",3,3.25,22.64762369,0,0,"zero_above_max"
"CP40","Mar 2023",3.5,3.75,22.323977948,0,0,"zero_above_max"
"CP40","Mar 2023",4,4.25,21.659234474,0,0,"zero_above_max"
"CP40","Mar 2023",4.5,4.75,21.398478075,0,0,"zero_above_max"
"CP40","Mar 2023",5,5.25,19.995737916,0,0,"zero_above_max"
"CP40","Mar 2023",5.5,5.75,19.732948216,0,0,"zero_above_max"
"CP40","Mar 2023",6,6.25,19.194600626,0,0,"zero_above_max"
"CP40","Mar 2023",6.5,6.75,17.010922738,0,0,"zero_above_max"
"CP40","Mar 2023",7,7.25,14.48891203,0,0,"zero_above_max"
"CP40","Mar 2023",7.5,7.75,12.644456098,0,0,"zero_above_max"
"CP40","Mar 2023",8,8.25,15.232143672,0,0,"zero_above_max"
"CP40","Mar 2023",8.5,8.75,9.721603803,0,0,"zero_above_max"
"CP40","Mar 2023",9,9.25,7.785579611,0,0,"zero_above_max"
"CP40","Mar 2023",9.5,9.75,5.162688347,0,0,"zero_above_max"
"CP40","Mar 2023",10,10.25,4.19555219,0,0,"zero_above_max"
"CP40","Mar 2023",10.5,10.75,1.770607714,0,0,"zero_above_max"
"CP40","Mar 2023",11,11.25,0.582547913,0,0,"zero_above_max"
"CP40","Mar 2023",11.5,11.75,0.036946261,0,0,"zero_above_max"
"FLM30","Mar 2023",0,0.25,59.12687936,19.3343903206977,1143.18216399105,"zero_above_max"
"FLM30","Mar 2023",0.5,0.75,36.279548959,3.9707888285558,144.05842771144,"zero_above_max"
"FLM30","Mar 2023",1,1.25,33.185797234,0.183882454271909,6.10228584235784,"zero_above_max"
"FLM30","Mar 2023",1.5,1.75,29.044421687,0,0,"zero_above_max"
"FLM30","Mar 2023",2,2.25,26.981116496,0,0,"zero_above_max"
"FLM30","Mar 2023",2.5,2.75,25.802751711,0,0,"zero_above_max"
"FLM30","Mar 2023",3,3.25,24.08722039,0,0,"zero_above_max"
"FLM30","Mar 2023",3.5,3.75,23.213233519,0,0,"zero_above_max"
"FLM30","Mar 2023",4,4.25,20.727214663,0,0,"zero_above_max"
"FLM30","Mar 2023",4.5,4.75,18.394616863,0,0,"zero_above_max"
"FLM30","Mar 2023",5,5.25,16.596003043,0,0,"zero_above_max"
"FLM30","Mar 2023",5.5,5.75,13.164497246,0,0,"zero_above_max"
"FLM30","Mar 2023",6,6.25,11.198496228,0,0,"zero_above_max"
"FLM30","Mar 2023",6.5,6.75,9.41790114,0,0,"zero_above_max"
"FLM30","Mar 2023",7,7.25,7.178411854,0,0,"zero_above_max"
"FLM30","Mar 2023",7.5,7.75,4.955332173,0,0,"zero_above_max"
"FLM30","Mar 2023",8,8.25,3.656596828,0,0,"zero_above_max"
"FLM30","Mar 2023",8.5,8.75,1.417504889,0,0,"zero_above_max"
"FLM30","Mar 2023",9,9.25,0.698586722,0,0,"zero_above_max"
"FLM30","Mar 2023",9.5,9.75,0.365448341,0,0,"zero_above_max"
"FLM30","Mar 2023",10,10.25,0.310972685,0,0,"zero_above_max"
"FLM30","Mar 2023",10.5,10.75,0.166994499,0,0,"zero_above_max"
"SRS5","Mar 2023",0,0.25,30.89988231,0.114059527986253,3.52442599110937,"zero_above_max"
"SRS5","Mar 2023",0.5,0.75,59.773419509,0.229843121581245,13.7385093275338,"zero_above_max"
"SRS5","Mar 2023",1,1.25,137.93032641,0.0564250114337056,7.782720244739,"zero_above_max"
"SRS5","Mar 2023",1.5,1.75,112.30752079,0.0713252638431167,8.01036355191306,"zero_above_max"
"SRS5","Mar 2023",2,2.25,104.80543806,0,0,"zero_above_max"
"SRS5","Mar 2023",2.5,2.75,103.13717564,0,0,"zero_above_max"
"SRS5","Mar 2023",3,3.25,97.2843071,0,0,"zero_above_max"
"SRS5","Mar 2023",3.5,3.75,101.72916534,0,0,"zero_above_max"
"SRS5","Mar 2023",4,4.25,95.55579855,0,0,"zero_above_max"
"SRS5","Mar 2023",4.5,4.75,97.89035965,0,0,"zero_above_max"
"SRS5","Mar 2023",5,5.25,101.12305604,0,0,"zero_above_max"
"SRS5","Mar 2023",5.5,5.75,98.60312502,0,0,"zero_above_max"
"SRS5","Mar 2023",6,6.25,90.81221839,0,0,"zero_above_max"
"SRS5","Mar 2023",6.5,6.75,82.16338252,0,0,"zero_above_max"
"SRS5","Mar 2023",7,7.25,74.17819774,0,0,"zero_above_max"
"SRS5","Mar 2023",7.5,7.75,61.76272611,0,0,"zero_above_max"
"SRS5","Mar 2023",8,8.25,51.659799563,0,0,"zero_above_max"
"SRS5","Mar 2023",8.5,8.75,42.737087319,0,0,"zero_above_max"
"SRS5","Mar 2023",9,9.25,40.767775377,0,0,"zero_above_max"
"SRS5","Mar 2023",9.5,9.75,37.105875599,0,0,"zero_above_max"
"SRS5","Mar 2023",10,10.25,31.128182847,0,0,"zero_above_max"
"SRS5","Mar 2023",10.5,10.75,26.967752973,0,0,"zero_above_max"
"SRS5","Mar 2023",11,11.25,19.787765177,0,0,"zero_above_max"
"SRS5","Mar 2023",11.5,11.75,13.567057665,0,0,"zero_above_max"
"SRS5","Mar 2023",12,12.25,8.243451724,0,0,"zero_above_max"
"SRS5","Mar 2023",12.5,12.75,3.710412687,0,0,"zero_above_max"
"SRS5","Mar 2023",13,13.25,2.392276499,0,0,"zero_above_max"
"SRS5","Mar 2023",13.5,13.75,0.424985418,0,0,"zero_above_max"
"SRS5","Mar 2023",14,14.25,0.050380025,0,0,"zero_above_max"
"SRS6","Mar 2023",0,0.25,47.73429654,0.332083127985748,15.8517545072025,"zero_above_max"
"SRS6","Mar 2023",0.5,0.75,35.678437568,0.288914852545858,10.3080305290253,"zero_above_max"
"SRS6","Mar 2023",1,1.25,103.33855613,0.185934836882492,19.2142375777038,"zero_above_max"
"SRS6","Mar 2023",1.5,1.75,103.03794731,0.0959096060643484,9.88232893618119,"zero_above_max"
"SRS6","Mar 2023",2,2.25,92.56806634,0,0,"zero_above_max"
"SRS6","Mar 2023",2.5,2.75,78.89138387,0,0,"zero_above_max"
"SRS6","Mar 2023",3,3.25,82.93827841,0,0,"zero_above_max"
"SRS6","Mar 2023",3.5,3.75,68.7351061,0,0,"zero_above_max"
"SRS6","Mar 2023",4,4.25,68.78117328,0,0,"zero_above_max"
"SRS6","Mar 2023",4.5,4.75,71.89296102,0,0,"zero_above_max"
"SRS6","Mar 2023",5,5.25,69.34825828,0,0,"zero_above_max"
"SRS6","Mar 2023",5.5,5.75,73.0826153,0,0,"zero_above_max"
"SRS6","Mar 2023",6,6.25,71.63120025,0,0,"zero_above_max"
"SRS6","Mar 2023",6.5,6.75,67.44151417,0,0,"zero_above_max"
"SRS6","Mar 2023",7,7.25,65.2632522,0,0,"zero_above_max"
"SRS6","Mar 2023",7.5,7.75,66.76944564,0,0,"zero_above_max"
"SRS6","Mar 2023",8,8.25,64.54636338,0,0,"zero_above_max"
"SRS6","Mar 2023",8.5,8.75,63.6124659,0,0,"zero_above_max"
"SRS6","Mar 2023",9,9.25,66.36048152,0,0,"zero_above_max"
"SRS6","Mar 2023",9.5,9.75,65.80203365,0,0,"zero_above_max"
"SRS6","Mar 2023",10,10.25,64.85786297,0,0,"zero_above_max"
"SRS6","Mar 2023",10.5,10.75,58.13859212,0,0,"zero_above_max"
"SRS6","Mar 2023",11,11.25,55.182101038,0,0,"zero_above_max"
"SRS6","Mar 2023",11.5,11.75,52.560907426,0,0,"zero_above_max"
"SRS6","Mar 2023",12,12.25,45.375874789,0,0,"zero_above_max"
"SRS6","Mar 2023",12.5,12.75,37.425082277,0,0,"zero_above_max"
"SRS6","Mar 2023",13,13.25,31.191275642,0,0,"zero_above_max"
"SRS6","Mar 2023",13.5,13.75,25.433878339,0,0,"zero_above_max"
"SRS6","Mar 2023",14,14.25,20.495999416,0,0,"zero_above_max"
"SRS6","Mar 2023",14.5,14.75,19.232399134,0,0,"zero_above_max"
"SRS6","Mar 2023",15,15.25,15.532284152,0,0,"zero_above_max"
"SRS6","Mar 2023",15.5,15.75,12.90201222,0,0,"zero_above_max"
"SRS6","Mar 2023",16,16.25,9.452496987,0,0,"zero_above_max"
"SRS6","Mar 2023",16.5,16.75,8.741245562,0,0,"zero_above_max"
"SRS6","Mar 2023",17,17.25,5.382725622,0,0,"zero_above_max"
"SRS6","Mar 2023",17.5,17.75,2.194612892,0,0,"zero_above_max"
"SRS6","Mar 2023",18,18.25,0.582026786,0,0,"zero_above_max"
"SRS6","Mar 2023",18.5,18.75,0.085158838,0,0,"zero_above_max"
