"site","campaign","scenario","tide_state","stem_nmol_s","stem_meas_nmol_s","stem_extrap_nmol_s","root_nmol_s","soil_nmol_s","water_nmol_s","cwd_nmol_s","ground_area_m2","plot_area_m2","disturbance_level","conv","stem_mg","stem_meas_mg","stem_extrap_mg","root_mg","soil_mg","water_mg","cwd_mg","total_mg"
"CP40","Oct 2022","exponential","fixed",357.467927368065,357.129695932568,0.33823143549699,14.7895101204215,0,102117.92663505,50.0413340670476,1898.020038432,1901.82374,"ghost",0.000728698443947282,0.260486322434169,0.260239853713428,0.000246468720740712,0.0107770930114938,0,74.4131742380835,0.0364650422677037,74.7209026957969
"CP40","Oct 2022","zero_above_max","fixed",2399.17578721069,357.129695932568,0.33823143549699,14.7895101204215,0,102117.92663505,50.0413340670476,1898.020038432,1901.82374,"ghost",0.000728698443947282,1.74827566289642,0.260239853713428,0.000246468720740712,0.0107770930114938,0,74.4131742380835,0.0364650422677037,76.2086920362591
"FLM30","Oct 2022","exponential","fixed",160.623037523152,160.356434681015,0.266602842136415,12.4116396786728,0,40187.152884488,0,2098.169910286,2101.73357,"ghost",0.000659387098241953,0.105912758623199,0.10573696414874,0.000175794474459388,0.00818407507214477,0,26.4988901271083,0,26.6129869608036
"FLM30","Oct 2022","zero_above_max","fixed",2686.60802749484,160.356434681015,0.266602842136415,12.4116396786728,0,40187.152884488,0,2098.169910286,2101.73357,"ghost",0.000659387098241953,1.77151467136336,0.10573696414874,0.000175794474459388,0.00818407507214477,0,26.4988901271083,0,28.2785888735438
"SRS5","Oct 2022","exponential","high_tide",39.5153340700572,16.5814128013405,22.9339212687167,336.152629787266,0,776.66562698291,7.11292405071291,1760.956069742,1767.30492,"healthy",0.000784163493416858,0.0309864824079102,0.0130025385880862,0.017983943819824,0.263598620495246,0,0.609032831271713,0.00557769537201582,0.909195629546885
"SRS5","Oct 2022","zero_above_max","high_tide",25.8618629334002,16.5814128013405,22.9339212687167,336.152629787266,0,776.66562698291,7.11292405071291,1760.956069742,1767.30492,"healthy",0.000784163493416858,0.0202799287841231,0.0130025385880862,0.017983943819824,0.263598620495246,0,0.609032831271713,0.00557769537201582,0.898489075923098
"SRS5","Oct 2022","exponential","low_tide",39.5153340700572,16.5814128013405,22.9339212687167,336.152629787266,2197.29908696481,0,7.11292405071291,1760.956069742,1767.30492,"healthy",0.000784163493416858,0.0309864824079102,0.0130025385880862,0.017983943819824,0.263598620495246,1.723041728116,0,0.00557769537201582,2.02320452639117
"SRS5","Oct 2022","zero_above_max","low_tide",25.8618629334002,16.5814128013405,22.9339212687167,336.152629787266,2197.29908696481,0,7.11292405071291,1760.956069742,1767.30492,"healthy",0.000784163493416858,0.0202799287841231,0.0130025385880862,0.017983943819824,0.263598620495246,1.723041728116,0,0.00557769537201582,2.01249797276738
"SRS6","Oct 2022","exponential","high_tide",32.0863259956617,29.1247938543646,2.96153214129709,7254.74843302137,0,962.30736689511,7.32087892444352,2181.866867566,2190.63319,"healthy",0.000632628048514138,0.0202987097986239,0.0184251614994633,0.00187354829916067,4.58955734364331,0,0.608782631589631,0.00463139334737898,5.22327007837894
"SRS6","Oct 2022","zero_above_max","high_tide",361.09987079524,29.1247938543646,2.96153214129709,7254.74843302137,0,962.30736689511,7.32087892444352,2181.866867566,2190.63319,"healthy",0.000632628048514138,0.2284419065799,0.0184251614994633,0.00187354829916067,4.58955734364331,0,0.608782631589631,0.00463139334737898,5.43141327516022
"SRS6","Oct 2022","exponential","low_tide",32.0863259956617,29.1247938543646,2.96153214129709,7254.74843302137,39853.6779883966,0,7.32087892444352,2181.866867566,2190.63319,"healthy",0.000632628048514138,0.0202987097986239,0.0184251614994633,0.00187354829916067,4.58955734364331,25.2125545319102,0,0.00463139334737898,29.8270419786995
"SRS6","Oct 2022","zero_above_max","low_tide",361.09987079524,29.1247938543646,2.96153214129709,7254.74843302137,39853.6779883966,0,7.32087892444352,2181.866867566,2190.63319,"healthy",0.000632628048514138,0.2284419065799,0.0184251614994633,0.00187354829916067,4.58955734364331,25.2125545319102,0,0.00463139334737898,30.0351851754808
"CP40","Mar 2023","exponential","fixed",161.19523490212,160.981357371689,0.21387753043166,14.7895101204215,0,27273.5891363386,1.86840758151568,1898.020038432,1901.82374,"ghost",0.000728698443947282,0.117462716844892,0.117306864621271,0.000155852223620838,0.0107770930114938,0,19.8742219645074,0.00136150569730978,20.0038232800611
"CP40","Mar 2023","zero_above_max","fixed",715.785989480137,160.981357371689,0.21387753043166,14.7895101204215,0,27273.5891363386,1.86840758151568,1898.020038432,1901.82374,"ghost",0.000728698443947282,0.521592136733441,0.117306864621271,0.000155852223620838,0.0107770930114938,0,19.8742219645074,0.00136150569730978,20.4079526999497
"FLM30","Mar 2023","exponential","fixed",177.680040308889,177.215547551915,0.464492756974211,12.4116396786728,0,11552.9542699124,0,2098.169910286,2101.73357,"ghost",0.000659387098241953,0.117159926194791,0.116853645663616,0.00030628053117563,0.00818407507214477,0,7.61786899215952,0,7.74321299342646
"FLM30","Mar 2023","zero_above_max","fixed",1294.24659553641,177.215547551915,0.464492756974211,12.4116396786728,0,11552.9542699124,0,2098.169910286,2101.73357,"ghost",0.000659387098241953,0.853409507040277,0.116853645663616,0.00030628053117563,0.00818407507214477,0,7.61786899215952,0,8.47946257427194
"SRS5","Mar 2023","exponential","high_tide",47.3642134451647,18.125087908071,29.2391255370937,507.038680162892,0,817.236223413453,2.26584481833229,1760.956069742,1767.30492,"healthy",0.000784163493416858,0.037141287078102,0.0142130322524806,0.0229282548256214,0.397601222734006,0,0.640846811898693,0.00177679278828394,1.07736611449908
"SRS5","Mar 2023","zero_above_max","high_tide",33.0461472462355,18.125087908071,29.2391255370937,507.038680162892,0,817.236223413453,2.26584481833229,1760.956069742,1767.30492,"healthy",0.000784163493416858,0.0259135822685759,0.0142130322524806,0.0229282548256214,0.397601222734006,0,0.640846811898693,0.00177679278828394,1.06613840968956
"SRS5","Mar 2023","exponential","low_tide",47.3642134451647,18.125087908071,29.2391255370937,507.038680162892,583.138447410955,0,2.26584481833229,1760.956069742,1767.30492,"healthy",0.000784163493416858,0.037141287078102,0.0142130322524806,0.0229282548256214,0.397601222734006,0.457275882067457,0,0.00177679278828394,0.893795184667849
"SRS5","Mar 2023","zero_above_max","low_tide",33.0461472462355,18.125087908071,29.2391255370937,507.038680162892,583.138447410955,0,2.26584481833229,1760.956069742,1767.30492,"healthy",0.000784163493416858,0.0259135822685759,0.0142130322524806,0.0229282548256214,0.397601222734006,0.457275882067457,0,0.00177679278828394,0.882567479858323
"SRS6","Mar 2023","exponential","high_tide",82.0377020040476,33.21044514889,48.8272568551576,290.927334732508,0,2531.63513752836,2.91390193872117,2181.866867566,2190.63319,"healthy",0.000632628048514138,0.051899351323405,0.0210098591048281,0.0308894922185769,0.184048792031246,0,1.60158339660439,0.00184341609705473,1.83937495605609
"SRS6","Mar 2023","zero_above_max","high_tide",54.7197944540301,33.21044514889,48.8272568551576,290.927334732508,0,2531.63513752836,2.91390193872117,2181.866867566,2190.63319,"healthy",0.000632628048514138,0.0346172767805478,0.0210098591048281,0.0308894922185769,0.184048792031246,0,1.60158339660439,0.00184341609705473,1.82209288151324
"SRS6","Mar 2023","exponential","low_tide",82.0377020040476,33.21044514889,48.8272568551576,290.927334732508,7807.56393059796,0,2.91390193872117,2181.866867566,2190.63319,"healthy",0.000632628048514138,0.051899351323405,0.0210098591048281,0.0308894922185769,0.184048792031246,4.93928393306355,0,0.00184341609705473,5.17707549251526
"SRS6","Mar 2023","zero_above_max","low_tide",54.7197944540301,33.21044514889,48.8272568551576,290.927334732508,7807.56393059796,0,2.91390193872117,2181.866867566,2190.63319,"healthy",0.000632628048514138,0.0346172767805478,0.0210098591048281,0.0308894922185769,0.184048792031246,4.93928393306355,0,0.00184341609705473,5.1597934179724
