"campaign","class","nee_med","nee_lo","nee_hi","net100_med","net100_lo","net100_hi","net20_med","net20_lo","net20_hi"
"Mar 2023","ghost",0.877488972335504,0.690368571233967,1.06546927048593,1359.73510278427,1075.42266701702,1641.40400696258,1628.6828905438,1221.66715757718,2044.27746909716
"Mar 2023","healthy",-3.95064264954855,-4.72053416803051,-3.19523781587631,-5459.16685830389,-6530.58137561681,-4407.14480265384,-5418.38012966432,-6480.95834733668,-4347.10688641457
"Oct 2022","ghost",1.19933979316995,1.04739703911001,1.34843302374882,2178.83045852104,1885.2373738038,2466.57827463563,3155.22285964939,2528.87982650412,3783.34720746406
"Oct 2022","healthy",-3.05946359910971,-4.19247094103863,-1.9384462447915,-4141.10400326123,-5725.07899455046,-2603.32184001334,-3947.98454926184,-5553.50924621514,-2386.24233618161
