DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2022-03-19                04:01:50.522              76.83461252               1844.030701               1647662510.522            4                         899                       2.0018970621E+00          2.0082262893E+00          -1.9631491968E+01         -1.9697730001E+01         2.8914223582E-01          7.3936342272E+02          3.0181059515E+01          -1.1870507531E+00         2.8044319873E+01          1.7660402563E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:01:54.786              76.83466188               1844.031885               1647662514.786            4                         899                       2.0018508932E+00          2.0081799085E+00          1.3060575708E+03          1.3104642550E+03          2.8913923787E-01          7.3936259814E+02          3.0178381446E+01          -1.1691573432E+00         2.8065759305E+01          1.7673588797E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:01:59.496              76.83471640               1844.033194               1647662519.497            4                         899                       2.0030645442E+00          2.0047210834E+00          1.3060256893E+03          1.3071781756E+03          7.5809088116E-02          7.3936056215E+02          3.0175442058E+01          -1.2530300380E+00         2.8172956467E+01          1.7677058504E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:02:03.707              76.83476513               1844.034363               1647662523.707            4                         899                       2.0030196712E+00          2.0046761566E+00          1.3098388764E+03          1.3109947159E+03          7.5808324641E-02          7.3936436250E+02          3.0172840788E+01          -1.1688016400E+00         2.8172956467E+01          1.7703291887E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:02:08.178              76.83481689               1844.035605               1647662528.179            4                         899                       2.0039116538E+00          2.0059466605E+00          1.3098038347E+03          1.3112231415E+03          9.3072195945E-02          7.3935958519E+02          3.0169619263E+01          -1.1766488757E+00         2.8172956467E+01          1.7713560509E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:02:12.782              76.83487017               1844.036884               1647662532.783            4                         899                       2.0038688495E+00          2.0059037932E+00          1.3087008340E+03          1.3101189320E+03          9.3071302245E-02          7.3936137461E+02          3.0167139053E+01          -1.1620862523E+00         2.8172956467E+01          1.7737151999E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:02:16.296              76.83491084               1844.037860               1647662536.297            4                         899                       2.0012785516E+00          2.0032566613E+00          1.3086703643E+03          1.3100506058E+03          9.0591465583E-02          7.3936337705E+02          3.0164335478E+01          -1.1608681663E+00         2.8172956467E+01          1.7748520100E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:02:20.216              76.83495620               1844.038949               1647662540.216            4                         899                       2.0012464015E+00          2.0032244652E+00          1.3123999145E+03          1.3137840794E+03          9.0590811337E-02          7.3936625055E+02          3.0162470066E+01          -1.1703430485E+00         2.8146569473E+01          1.7763409292E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:02:24.934              76.83501082               1844.040260               1647662544.935            4                         899                       2.0035765158E+00          2.0053806846E+00          1.3123683508E+03          1.3136293256E+03          8.2537984162E-02          7.3935143962E+02          3.0159573928E+01          -1.1814563851E+00         2.8172956467E+01          1.7785829658E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2022-03-19                04:02:29.266              76.83506095               1844.041463               1647662549.266            4                         899                       2.0035328042E+00          2.0053369159E+00          1.3139040423E+03          1.3151664803E+03          8.2537174710E-02          7.3934564734E+02          3.0157040767E+01          -1.1505848588E+00         2.8172956467E+01          1.7796586725E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
