"","height_bin","segment_class","Total_surface_area_m2","Total_volume_m3","height_bin_num"
"1","0-0.5","root",281.09475553121,2.39906548691068,0
"2","0–0.5","trunk",30.8998823062658,0.775359642422467,0
"3","0.5–1","branch",4.29019800915483,0.0397194932824045,0.5
"4","0.5-1","root",122.477482516801,1.46541987745448,0.5
"5","0.5–1","trunk",55.4832214975651,1.34674234371245,0.5
"6","1–1.5","branch",28.3281557104813,0.427851773659222,1
"7","1-1.5","root",15.2810409325191,0.204836209417489,1
"8","1–1.5","trunk",109.602170696816,2.94612471957761,1
"9","1.5–2","branch",18.6024251115501,0.154291878853686,1.5
"10","1.5-2.0","root",0.126447345015103,0.00112791497714494,1.5
"11","1.5–2","trunk",93.7050956776689,2.54724112018576,1.5
"12","2–2.5","branch",26.4808115797355,0.250847306740252,2
"13","2–2.5","trunk",78.3246264792563,2.26313314391076,2
"14","2.5–3","branch",34.571109782139,0.325949500202119,2.5
"15","2.5–3","trunk",68.566065860104,2.0542332735825,2.5
"16","3–3.5","branch",40.4630728074945,0.362417634727157,3
"17","3–3.5","trunk",56.8212342910292,1.57623108023514,3
"18","3.5–4","branch",46.498672025078,0.435143414936301,3.5
"19","3.5–4","trunk",55.2304933119456,1.78490406248944,3.5
"20","4–4.5","branch",47.926107049002,0.41500533716922,4
"21","4–4.5","trunk",47.6296914989505,1.3353202364019,4
"22","4.5–5","branch",57.102079039748,0.507890321668032,4.5
"23","4.5–5","trunk",40.7882806143932,1.20498474465394,4.5
"24","5–5.5","branch",68.4186784805838,0.579159660104166,5
"25","5–5.5","trunk",32.704377563659,0.897249843644799,5
"26","5.5–6","branch",70.6916884353618,0.578996992379262,5.5
"27","5.5–6","trunk",27.9114365768399,0.795993096437174,5.5
"28","6–6.5","branch",66.5207106001543,0.515514729423934,6
"29","6–6.5","trunk",24.2915077904161,0.647324621532577,6
"30","6.5–7","branch",65.386081813314,0.534088324347047,6.5
"31","6.5–7","trunk",16.7773007116609,0.422864770704236,6.5
"32","7–7.5","branch",60.7490957690044,0.4816594565884,7
"33","7–7.5","trunk",13.42910197119,0.316671111571441,7
"34","7.5–8","branch",51.1408954813322,0.365889324196965,7.5
"35","7.5–8","trunk",10.6218306334595,0.242118466652025,7.5
"36","8–8.5","branch",43.7745151024139,0.322273633759427,8
"37","8–8.5","trunk",7.88528446317485,0.177465953732217,8
"38","8.5–9","branch",36.7968703090707,0.271140399453905,8.5
"39","8.5–9","trunk",5.94021700886866,0.126076387306514,8.5
"40","9–9.5","branch",36.1654155892385,0.251821619852918,9
"41","9–9.5","trunk",4.60235978707281,0.0884733397401909,9
"42","9.5–10","branch",33.8158129144156,0.222313612965011,9.5
"43","9.5–10","trunk",3.29006268877027,0.0584637755085461,9.5
"44","10–10.5","branch",29.3741580322809,0.18595868728005,10
"45","10–10.5","trunk",1.75402481743098,0.0279585786313325,10
"46","10.5–11","branch",25.9316285113244,0.145872936573481,10.5
"47","10.5–11","trunk",1.03612446334629,0.0164837572024717,10.5
"48","11–11.5","branch",19.1626636958366,0.0971983270702936,11
"49","11–11.5","trunk",0.625101477008829,0.00808212295836322,11
"50","11.5–12","branch",13.3136545358603,0.0655704099399186,11.5
"51","11.5–12","trunk",0.253403125385263,0.00208887018864405,11.5
"52","12–12.5","branch",8.24345172391199,0.0432639228335135,12
"53","12.5–13","branch",3.71041268670512,0.0183714983600085,12.5
"54","13–13.5","branch",2.39227649863291,0.0170594504496936,13
"55","13.5–14","branch",0.424985417895226,0.00140479405889961,13.5
"56","14–14.5","branch",0.0503800249255866,0.000104285240392544,14
