n_points,duration_sec,CH4_total_rise_ppm,diffusive_rate_ppm_s,diffusive_rate_clean_ppm_s,lm_r2,n_jumps,total_ebullitive_ppm,max_jump_ppm,mean_jump_ppm,ebullitive_fraction,placement_id,analyzer,date,site,start_time,end_time,jump_thresh_used,season,excluded,trace_type,matched_flux_id
214,211.8450002670288,0.2013299999999998,9.434934897454268e-4,9.434934897454268e-4,0.9972720787816525,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P13,LGR1,2023-03-18,FLM30,2023-03-18T12:53:54Z,2023-03-18T12:58:08Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_148
558,554.0550000667572,0.7399499999999999,0.0012617879331453012,0.0012617879331453012,0.9928190393180498,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P14,LGR1,2023-03-18,FLM30,2023-03-18T12:59:18Z,2023-03-18T13:09:14Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_149
290,287.46399998664856,0.47897999999999996,0.0016236952528457555,0.0016236952528457555,0.9944372698868478,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P15,LGR1,2023-03-18,FLM30,2023-03-18T13:10:40Z,2023-03-18T13:16:09Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_151
229,226.77499985694885,0.2468300000000001,0.0010529115833880537,0.0010529115833880537,0.9885745069154439,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P16,LGR1,2023-03-18,FLM30,2023-03-18T13:19:44Z,2023-03-18T13:24:13Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_152
336,333.2149999141693,0.4045399999999999,0.0010598403083609262,0.0010598403083609262,0.9878635817098093,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P17,LGR1,2023-03-18,FLM30,2023-03-18T13:25:18Z,2023-03-18T13:31:33Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_153
562,557.9920001029968,0.48194000000000004,8.33407576863339e-4,8.33407576863339e-4,0.9969411979942566,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P18,LGR1,2023-03-18,FLM30,2023-03-18T13:34:23Z,2023-03-18T13:44:23Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_154
561,556.960000038147,0.41244000000000014,7.578236059688837e-4,7.578236059688837e-4,0.9979675225323573,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P19,LGR1,2023-03-18,FLM30,2023-03-18T13:44:24Z,2023-03-18T13:54:23Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_154
561,557.0009999275208,0.41107000000000005,7.424184701839087e-4,7.424184701839087e-4,0.9951296810497144,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P20,LGR1,2023-03-18,FLM30,2023-03-18T13:54:24Z,2023-03-18T14:04:23Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_154
63,61.66099977493286,0.026339999999999808,5.208093913477524e-4,5.208093913477524e-4,0.907677483497657,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P21,LGR1,2023-03-18,FLM30,2023-03-18T14:04:24Z,2023-03-18T14:06:07Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_154
562,558.0080001354218,0.5724800000000001,9.958004478752157e-4,9.958004478752157e-4,0.9990790183503369,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P22,LGR1,2023-03-18,FLM30,2023-03-18T14:07:24Z,2023-03-18T14:17:24Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_155
147,145.19899988174438,0.08729999999999993,5.783153799789164e-4,5.783153799789164e-4,0.973100917916376,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P23,LGR1,2023-03-18,FLM30,2023-03-18T14:17:25Z,2023-03-18T14:20:32Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_155
522,518.188000202179,0.5240800000000001,9.171831751355945e-4,9.171831751355945e-4,0.9769612605306599,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P24,LGR1,2023-03-18,FLM30,2023-03-18T14:21:37Z,2023-03-18T14:30:57Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_156
540,536.1060001850128,0.34538999999999964,6.472394372085007e-4,6.472394372085007e-4,0.984568850498739,0,0,NA,NA,0,LGR1_2023-03-18_FLM30_P25,LGR1,2023-03-18,FLM30,2023-03-18T14:31:34Z,2023-03-18T14:41:12Z,0.1,dry (Mar 2023),FALSE,processed,45003_FLM30_Water_156
123,121.33399987220764,1.13964,0.00957993863978405,0.00957993863978405,0.9879655272822321,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P01,LGR2,2022-10-23,CP40,2022-10-23T11:23:24Z,2022-10-23T11:26:07Z,0.1,wet (Oct 2022),FALSE,additional,NA
249,246.7150001525879,5.7430900000000005,0.010603862899670859,0.008453173964181966,0.7276392272250037,11,3.47302,0.49455000000000027,0.3157290909090909,0.6047302062130316,LGR2_2022-10-23_CP40_P02,LGR2,2022-10-23,CP40,2022-10-23T11:27:16Z,2022-10-23T11:32:05Z,0.1,wet (Oct 2022),FALSE,processed,44857_CP40_Water_76
171,169.05700016021729,0.7181100000000002,0.004184780811657403,0.004184780811657403,0.9955756768155443,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P03,LGR2,2022-10-23,CP40,2022-10-23T11:42:13Z,2022-10-23T11:45:44Z,0.1,wet (Oct 2022),FALSE,processed,44857_CP40_Water_77
343,340.16799998283386,1.43213,0.0039593757172006515,0.0039593757172006515,0.98145592407123206,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P04,LGR2,2022-10-23,CP40,2022-10-23T11:46:34Z,2022-10-23T11:52:56Z,0.1,wet (Oct 2022),FALSE,processed,44857_CP40_Water_77
178,176.04499983787537,0.5902399999999997,0.0033498966745548896,0.0033498966745548896,0.9998638224116009,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P05,LGR2,2022-10-23,CP40,2022-10-23T12:01:07Z,2022-10-23T12:04:44Z,0.1,wet (Oct 2022),FALSE,processed,44857_CP40_Water_79
278,275.5550000667572,2.1310199999999995,0.006851221441451566,0.006860795035223787,0.7664015862657992,5,0.6759400000000002,0.15983000000000036,0.13518800000000003,0.31719082880498556,LGR2_2022-10-23_CP40_P06,LGR2,2022-10-23,CP40,2022-10-23T12:08:42Z,2022-10-23T12:13:59Z,0.1,wet (Oct 2022),FALSE,processed,44857_CP40_Water_80
319,316.2960000038147,1.3585599999999998,0.0036762976567983356,0.0036762976567983356,0.961961293475155,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P07,LGR2,2022-10-23,CP40,2022-10-23T12:29:29Z,2022-10-23T12:35:27Z,0.1,wet (Oct 2022),FALSE,additional,NA
174,172.07599997520447,0.67706,0.004000174156532515,0.004000174156532515,0.9987588447710393,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P08,LGR2,2022-10-23,CP40,2022-10-23T12:37:17Z,2022-10-23T12:40:51Z,0.1,wet (Oct 2022),FALSE,additional,NA
412,408.82299995422363,8.099599999999999,0.02094870206064394,0.020933523533351442,0.9514608033570081,10,1.7807300000000001,0.21663000000000032,0.178073,0.21985406686749967,LGR2_2022-10-23_CP40_P10,LGR2,2022-10-23,CP40,2022-10-23T13:16:22Z,2022-10-23T13:23:53Z,0.1,wet (Oct 2022),FALSE,additional,NA
334,331.2189998626709,5.999310000000001,0.018209061813908814,0.018209061813908814,0.9976222173569207,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P11,LGR2,2022-10-23,CP40,2022-10-23T13:27:16Z,2022-10-23T13:33:29Z,0.1,wet (Oct 2022),FALSE,additional,NA
418,414.78799986839294,2.38543,0.006048818797549676,0.006048818797549676,0.9993558223377239,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P16,LGR2,2022-10-23,CP40,2022-10-23T14:21:59Z,2022-10-23T14:29:35Z,0.1,wet (Oct 2022),FALSE,additional,NA
234,231.78999996185303,0.9947600000000003,0.0035847268444406354,0.0035847268444406354,0.9795264350373993,0,0,NA,NA,0,LGR2_2022-10-23_CP40_P19,LGR2,2022-10-23,CP40,2022-10-23T15:02:35Z,2022-10-23T15:07:08Z,0.1,wet (Oct 2022),FALSE,additional,NA
562,557.9889998435974,0.13729000000000013,2.521645547897076e-4,2.521645547897076e-4,0.9973890707706266,0,0,NA,NA,0,LGR2_2023-03-11_SRS6_P12,LGR2,2023-03-11,SRS6,2023-03-11T13:14:06Z,2023-03-11T13:24:05Z,0.1,dry (Mar 2023),FALSE,processed,44996_SRS6_Water_86
222,219.80100011825562,0.056840000000000224,2.4935165724508657e-4,2.4935165724508657e-4,0.9924896444617306,0,0,NA,NA,0,LGR2_2023-03-11_SRS6_P13,LGR2,2023-03-11,SRS6,2023-03-11T13:24:06Z,2023-03-11T13:28:28Z,0.1,dry (Mar 2023),FALSE,additional,NA
562,557.9900000095367,0.13805999999999985,2.555807761183082e-4,2.555807761183082e-4,0.998607545472322,0,0,NA,NA,0,LGR2_2023-03-11_SRS6_P14,LGR2,2023-03-11,SRS6,2023-03-11T13:29:32Z,2023-03-11T13:39:31Z,0.1,dry (Mar 2023),FALSE,processed,44996_SRS6_Water_87
496,492.3289999961853,0.09922999999999993,2.0189878413158594e-4,2.0189878413158594e-4,0.9953026761090203,0,0,NA,NA,0,LGR2_2023-03-11_SRS6_P16,LGR2,2023-03-11,SRS6,2023-03-11T13:44:06Z,2023-03-11T13:53:00Z,0.1,dry (Mar 2023),FALSE,processed,44996_SRS6_Water_88
525,521.2219998836517,0.07299999999999995,9.70256458294404e-5,9.70256458294404e-5,0.7860300006133369,0,0,NA,NA,0,LGR2_2023-03-11_SRS6_P18,LGR2,2023-03-11,SRS6,2023-03-11T14:19:20Z,2023-03-11T14:28:43Z,0.1,dry (Mar 2023),FALSE,additional,NA
275,272.5239999294281,0.04763000000000028,1.6664147698869895e-4,1.6664147698869895e-4,0.9540757793235056,0,0,NA,NA,0,LGR2_2023-03-11_SRS6_P20,LGR2,2023-03-11,SRS6,2023-03-11T14:39:03Z,2023-03-11T14:44:17Z,0.1,dry (Mar 2023),FALSE,additional,NA
562,557.9899997711182,0.14473000000000025,2.684091818178463e-4,2.684091818178463e-4,0.9706242884620606,0,0,NA,NA,0,LGR2_2023-03-17_SE1_P01,LGR2,2023-03-17,SE1,2023-03-17T09:14:23Z,2023-03-17T09:24:22Z,0.1,dry (Mar 2023),FALSE,processed,45002_SE1_Water_144
561,557.0059998035431,0.07136000000000031,1.258631847375877e-4,1.258631847375877e-4,0.9871289632731182,0,0,NA,NA,0,LGR2_2023-03-17_SE1_P02,LGR2,2023-03-17,SE1,2023-03-17T09:24:23Z,2023-03-17T09:34:22Z,0.1,dry (Mar 2023),FALSE,processed,45002_SE1_Water_144
561,556.9749999046326,0.06156999999999968,1.0715131924785927e-4,1.0715131924785927e-4,0.9893576233212313,0,0,NA,NA,0,LGR2_2023-03-17_SE1_P03,LGR2,2023-03-17,SE1,2023-03-17T09:34:23Z,2023-03-17T09:44:22Z,0.1,dry (Mar 2023),FALSE,processed,45002_SE1_Water_144
562,557.9390001296997,0.04591000000000012,8.501676953902231e-5,8.501676953902231e-5,0.9826209532854303,0,0,NA,NA,0,LGR2_2023-03-17_SE1_P04,LGR2,2023-03-17,SE1,2023-03-17T09:44:23Z,2023-03-17T09:54:23Z,0.1,dry (Mar 2023),FALSE,processed,45002_SE1_Water_144
561,557.0099999904633,0.03501000000000021,6.361764200810431e-5,6.361764200810431e-5,0.9682395486169766,0,0,NA,NA,0,LGR2_2023-03-17_SE1_P05,LGR2,2023-03-17,SE1,2023-03-17T09:54:24Z,2023-03-17T10:04:22Z,0.1,dry (Mar 2023),FALSE,processed,45002_SE1_Water_144
562,557.9730000495911,0.06102999999999992,1.1683632493223489e-4,1.1683632493223489e-4,0.9369536986435336,0,0,NA,NA,0,LGR3_2023-03-12_SRS5_P15,LGR3,2023-03-12,SRS5,2023-03-12T13:51:02Z,2023-03-12T14:01:01Z,0.1,dry (Mar 2023),FALSE,processed,44997_SRS5_Water_115
316,313.2929997444153,0.022149999999999892,7.809481646054692e-5,7.809481646054692e-5,0.9215794271535812,0,0,NA,NA,0,LGR3_2023-03-12_SRS5_P16,LGR3,2023-03-12,SRS5,2023-03-12T14:01:02Z,2023-03-12T14:06:58Z,0.1,dry (Mar 2023),FALSE,processed,44997_SRS5_Water_115
401,397.8619999885559,0.0703100000000001,1.7901307697760984e-4,1.7901307697760984e-4,0.9733234042866592,0,0,NA,NA,0,LGR3_2023-03-12_SRS5_P17,LGR3,2023-03-12,SRS5,2023-03-12T14:10:50Z,2023-03-12T14:18:09Z,0.1,dry (Mar 2023),FALSE,processed,44997_SRS5_Water_116
562,557.9619998931885,0.022620000000000084,4.395025692253532e-5,4.395025692253532e-5,0.86346369465859,0,0,NA,NA,0,LGR3_2023-03-12_SRS5_P18,LGR3,2023-03-12,SRS5,2023-03-12T14:19:00Z,2023-03-12T14:29:00Z,0.1,dry (Mar 2023),FALSE,processed,44997_SRS5_Water_117
74,72.6089997291565,-0.0018100000000000893,4.633839953601083e-5,4.633839953601083e-5,0.1086930546488768,0,0,NA,NA,NA,LGR3_2023-03-12_SRS5_P19,LGR3,2023-03-12,SRS5,2023-03-12T14:29:01Z,2023-03-12T14:30:55Z,0.1,dry (Mar 2023),FALSE,processed,44997_SRS5_Water_117
562,557.9820001125336,0.02685000000000004,4.075828556708491e-5,4.075828556708491e-5,0.8552815177780076,0,0,NA,NA,0,LGR3_2023-03-12_SRS5_P20,LGR3,2023-03-12,SRS5,2023-03-12T14:31:56Z,2023-03-12T14:41:56Z,0.1,dry (Mar 2023),FALSE,processed,44997_SRS5_Water_118
562,557.9670000076294,0.025109999999999966,5.022746877103954e-5,5.022746877103954e-5,0.9123103776732335,0,0,NA,NA,0,LGR3_2023-03-12_SRS5_P21,LGR3,2023-03-12,SRS5,2023-03-12T14:43:13Z,2023-03-12T14:53:13Z,0.1,dry (Mar 2023),FALSE,processed,44997_SRS5_Water_119
363,360.03600001335144,0.015660000000000007,4.253808726089045e-5,4.253808726089045e-5,0.7693098127261941,0,0,NA,NA,0,LGR3_2023-03-12_SRS5_P22,LGR3,2023-03-12,SRS5,2023-03-12T14:53:14Z,2023-03-12T14:59:56Z,0.1,dry (Mar 2023),FALSE,processed,44997_SRS5_Water_119
411,407.77100014686584,0.012549999999999839,2.6475121219782242e-5,2.6475121219782242e-5,0.5706523818647982,0,0,NA,NA,0,LGR3_2023-03-12_SRS5_P23,LGR3,2023-03-12,SRS5,2023-03-12T15:12:32Z,2023-03-12T15:20:01Z,0.1,dry (Mar 2023),FALSE,additional,NA
317,314.33899998664856,0.77305,0.0022816033444491364,0.0022816033444491364,0.8997068239335273,0,0,NA,NA,0,LGR3_2023-03-15_CP40_P08,LGR3,2023-03-15,CP40,2023-03-15T11:39:20Z,2023-03-15T11:45:16Z,0.1,dry (Mar 2023),FALSE,processed,45000_CP40_Water_123
562,557.9889998435974,0.5395700000000003,7.693361412322551e-4,7.693361412322551e-4,0.9189961283496594,0,0,NA,NA,0,LGR3_2023-03-15_CP40_P09,LGR3,2023-03-15,CP40,2023-03-15T11:46:25Z,2023-03-15T11:56:25Z,0.1,dry (Mar 2023),FALSE,processed,45000_CP40_Water_124
285,393.92700004577637,0.31914,8.176684227049432e-4,8.176733798227416e-4,0.6924627840678989,0,0,NA,NA,0,LGR3_2023-03-15_CP40_P12,LGR3,2023-03-15,CP40,2023-03-15T12:19:59Z,2023-03-15T12:27:15Z,0.1,dry (Mar 2023),TRUE,processed,45000_CP40_Water_127
354,351.07499980926514,0.4374500000000001,0.0012390899686184848,0.0012390899686184848,0.9820614525280693,0,0,NA,NA,0,LGR3_2023-03-15_CP40_P13,LGR3,2023-03-15,CP40,2023-03-15T12:28:15Z,2023-03-15T12:34:48Z,0.1,dry (Mar 2023),FALSE,processed,45000_CP40_Water_129
354,351.12000012397766,0.4227099999999999,0.001252645164448437,0.001252645164448437,0.9948397312056659,0,0,NA,NA,0,LGR3_2023-03-15_CP40_P23,LGR3,2023-03-15,CP40,2023-03-15T14:42:58Z,2023-03-15T14:49:31Z,0.1,dry (Mar 2023),FALSE,additional,NA
291,288.44999980926514,0.23256999999999994,8.19321254045588e-4,8.19321254045588e-4,0.9850451841282927,0,0,NA,NA,0,LGR3_2023-03-15_CP40_P28,LGR3,2023-03-15,CP40,2023-03-15T15:44:39Z,2023-03-15T15:50:09Z,0.1,dry (Mar 2023),FALSE,processed,45000_CP40_Water_130
209,206.89199995994568,0.3857599999999999,0.001797768476659034,0.001797768476659034,0.9723808877163722,0,0,NA,NA,0,LGR3_2023-03-16_BL60_P16,LGR3,2023-03-16,BL60,2023-03-16T15:13:53Z,2023-03-16T15:18:02Z,0.1,dry (Mar 2023),FALSE,processed,45007_BL60_Water_169
377,374.00100016593933,0.3733400000000002,8.617589414883581e-4,8.617589414883581e-4,0.9022814330599116,0,0,NA,NA,0,LGR3_2023-03-16_BL60_P17,LGR3,2023-03-16,BL60,2023-03-16T15:21:53Z,2023-03-16T15:28:48Z,0.1,dry (Mar 2023),FALSE,processed,45007_BL60_Water_171
116,274.8619999885559,1.1529462263,0.004237945970714357,0.004237945970714357,0.9808663676136027,0,0,NA,NA,0,Picarro_2022-10-18_FLM30_P01,Picarro,2022-10-18,FLM30,2022-10-18T08:49:30Z,2022-10-18T08:54:45Z,0.1,wet (Oct 2022),FALSE,additional,NA
223,558.6089999675751,1.2657958508,0.0023784237033318907,0.0023784237033318907,0.9891726046159613,0,0,NA,NA,0,Picarro_2022-10-18_FLM30_P02,Picarro,2022-10-18,FLM30,2022-10-18T08:56:08Z,2022-10-18T09:06:08Z,0.1,wet (Oct 2022),FALSE,processed,44852_FLM30_Water_51
160,440.4850001335144,0.8104741553999997,0.0018175571540507572,0.0018175571540507572,0.987293535978952,0,0,NA,NA,0,Picarro_2022-10-18_FLM30_P03,Picarro,2022-10-18,FLM30,2022-10-18T09:06:11Z,2022-10-18T09:14:13Z,0.1,wet (Oct 2022),FALSE,additional,NA
156,553.670000076294,1.2618452182,0.0022486789806889468,0.0022486789806889468,0.9980154089754673,0,0,NA,NA,0,Picarro_2022-10-18_FLM30_P07,Picarro,2022-10-18,FLM30,2022-10-18T11:20:45Z,2022-10-18T11:30:42Z,0.1,wet (Oct 2022),FALSE,processed,44852_FLM30_Water_52
13,73.1949999332428,0.3036902087000002,0.004125638913880846,0.0034243763681018574,0.7170682182166017,2,0.28624201819999984,0.15477348059999985,0.14312100909999992,0.9425460880853208,Picarro_2022-10-18_FLM30_P08,Picarro,2022-10-18,FLM30,2022-10-18T11:57:20Z,2022-10-18T11:59:22Z,0.1,wet (Oct 2022),FALSE,additional,NA
71,470.76000022888184,0.8595561864999999,0.0017629798673423657,0.0017629798673423657,0.9802401730629404,0,0,NA,NA,0,Picarro_2022-10-18_FLM30_P10,Picarro,2022-10-18,FLM30,2022-10-18T12:05:02Z,2022-10-18T12:13:46Z,0.1,wet (Oct 2022),FALSE,processed,44852_FLM30_Water_53
124,311.6989998817444,2.3841767292999996,0.007820411388822517,0.007820411388822517,0.9827308665075832,0,0,NA,NA,0,Picarro_2022-10-25_BL60_P01,Picarro,2022-10-25,BL60,2022-10-25T10:53:24Z,2022-10-25T10:59:19Z,0.1,wet (Oct 2022),FALSE,processed,44859_BL60_Water_81
33,81.80100011825562,1.0380118128999998,0.013297447771804475,0.01332118530496821,0.9777518542550996,2,0.22539913809999979,0.11557089879999971,0.11269956904999989,0.21714506068122594,Picarro_2022-10-25_BL60_P02,Picarro,2022-10-25,BL60,2022-10-25T11:01:32Z,2022-10-25T11:03:35Z,0.1,wet (Oct 2022),FALSE,additional,NA
164,449.0160000324249,3.1764109251,0.006205707695587674,0.006155886878915257,0.9174131015421335,4,0.5642524974000005,0.17942597330000032,0.14106312435000012,0.1776383820308881,Picarro_2022-10-25_BL60_P03,Picarro,2022-10-25,BL60,2022-10-25T11:10:31Z,2022-10-25T11:18:42Z,0.1,wet (Oct 2022),FALSE,processed,44859_BL60_Water_82
79,329.3450002670288,2.174019832,0.007085541487571363,0.007085541487571363,0.988184314382731,0,0,NA,NA,0,Picarro_2022-10-25_BL60_P05,Picarro,2022-10-25,BL60,2022-10-25T11:25:45Z,2022-10-25T11:31:57Z,0.1,wet (Oct 2022),FALSE,processed,44859_BL60_Water_83
58,294.4739999771118,1.3156427802999997,0.004273966147476818,0.004273966147476818,0.9977279981347754,0,0,NA,NA,0,Picarro_2022-10-25_BL60_P08,Picarro,2022-10-25,BL60,2022-10-25T11:55:35Z,2022-10-25T12:01:17Z,0.1,wet (Oct 2022),FALSE,processed,44859_BL60_Water_84
